income,credit_score,employment_years,loan_amount,loan_term,age,existing_debts,num_dependents,education,own_property,debt_to_income,loan_to_income,approved,avg_response_time,num_edits,inconsistency_score,session_duration,num_page_switches,behavior_score,fraud_score,is_fraud
78096.84,662,0.96,37830.19,24,26,0.0,0,2,1,0.1163,0.4844,1,66.45,1,0.0071,44.01,0,0.0711,9.45,0
73601.47,582,19.37,44562.2,36,46,31109.69,1,2,0,5.2174,0.6055,0,9.202,2,0.0924,31.79,2,0.0738,29.68,0
65883.37,503,10.38,19703.68,36,36,7110.27,2,3,0,1.3668,0.2991,0,28.396,1,0.1249,53.39,0,0.0689,0.0,0
51045.57,608,1.9,29760.27,84,55,0.0,0,2,0,0.1399,0.583,1,7.69,4,0.4677,21.71,0,0.1793,11.34,0
36738.95,755,0.76,39762.43,24,32,6912.66,1,0,1,2.5176,1.0823,0,8.221,2,0.3425,50.46,1,0.128,32.84,0
31312.32,748,3.11,31076.81,120,34,42078.74,1,0,1,16.3643,0.9925,0,6.384,1,0.2921,55.37,0,0.0923,8.7,0
99652.86,725,3.56,10239.97,12,40,0.0,4,2,0,0.0247,0.1028,1,44.64,1,0.1585,35.23,1,0.0983,14.95,0
74655.71,664,5.34,100020.03,24,30,6992.4,1,1,1,1.4455,1.3398,0,8.61,2,0.2192,33.79,1,0.0975,17.11,0
33479.3,693,1.05,50142.71,48,21,22812.41,1,1,1,8.5361,1.4977,0,3.72,1,0.2954,75.64,0,0.091,35.23,0
50106.57,648,11.2,33606.86,48,33,8676.74,1,1,1,2.239,0.6707,0,6.171,3,0.3088,19.47,1,0.1318,11.25,0
41561.8,540,6.31,35045.72,120,28,0.0,1,3,1,0.2024,0.8432,0,9.072,1,0.3152,38.34,1,0.1079,18.41,0
26356.87,558,7.67,98167.42,60,35,0.0,0,1,1,0.8939,3.7245,0,9.162,2,0.65,77.92,0,0.1981,12.37,0
54052.35,585,11.05,20276.67,48,30,5402.25,1,3,1,1.2894,0.3751,0,26.526,2,0.1881,22.93,2,0.1121,0.0,0
39006.32,766,8.36,17512.12,24,41,12157.75,1,1,0,3.848,0.449,0,5.048,1,0.187,38.78,1,0.0725,32.48,0
29030.57,736,1.87,57099.47,12,33,1040.98,2,1,0,0.9023,1.9669,0,4.612,1,0.0883,25.84,0,0.0399,14.14,0
21730.61,542,0.15,44389.07,84,21,1828.64,0,1,0,1.5001,2.0427,0,3.646,2,0.3409,68.64,1,0.1238,16.3,0
20741.84,644,0.51,17044.36,60,30,6643.28,2,1,1,4.0406,0.8217,0,3.023,3,0.0616,34.63,1,0.0674,32.19,0
39963.25,603,11.58,66678.9,48,23,25187.45,2,3,1,7.9636,1.6685,0,12.827,2,0.3824,23.32,1,0.1418,36.63,0
46779.38,626,1.4,39804.0,48,58,7049.52,0,1,1,2.0126,0.8509,0,37.89,0,0.5084,51.63,0,0.1587,18.3,0
30290.35,591,2.15,18330.6,120,37,7751.86,2,1,0,3.2163,0.6052,0,12.551,0,0.2806,24.79,1,0.0881,20.98,0
70116.03,766,0.28,45193.59,48,44,0.0,2,2,0,0.1547,0.6446,1,3.305,1,0.0662,23.46,1,0.0408,11.92,0
47285.05,638,7.27,41005.05,48,35,5710.62,1,1,1,1.6574,0.8672,0,9.789,1,0.1969,12.22,1,0.0789,13.01,0
67325.0,659,0.27,31031.9,48,57,2063.67,2,1,1,0.4785,0.4609,1,15.04,2,0.4994,31.85,1,0.1729,12.06,0
44329.21,660,2.27,42184.24,84,23,0.0,4,1,1,0.2284,0.9516,0,13.793,0,0.1782,73.53,1,0.0636,4.29,0
31795.67,547,2.76,49366.33,24,28,10157.27,1,2,1,4.2061,1.5526,0,16.338,0,0.1968,16.6,3,0.0853,20.3,0
52196.18,649,3.59,59529.34,12,49,10843.65,2,1,0,2.7667,1.1405,0,29.019,0,0.2803,12.1,0,0.0942,4.57,0
24477.98,735,5.26,35233.13,120,31,3142.4,2,2,0,1.886,1.4394,0,6.416,0,0.157,35.46,0,0.0446,1.89,0
65952.57,772,1.65,27559.43,48,28,0.0,2,1,1,0.1003,0.4179,1,3.74,1,0.1373,58.29,0,0.0515,5.18,0
29277.31,536,8.76,38383.76,60,30,5624.59,0,3,1,2.62,1.311,0,6.945,0,0.2587,69.9,0,0.0705,0.0,0
81229.02,503,3.23,71258.65,36,58,27333.95,3,2,0,4.2486,0.8773,0,9.352,1,0.469,31.32,0,0.1391,42.53,0
40694.55,645,1.66,49486.54,36,59,1348.57,0,1,0,0.6895,1.216,0,34.866,0,0.032,49.62,0,0.0371,10.91,0
87938.54,739,2.63,26572.37,24,41,0.0,1,2,1,0.0725,0.3022,1,12.267,2,0.2224,29.4,0,0.0938,7.5,0
26437.99,672,13.34,34070.06,60,39,29568.58,2,3,1,13.7302,1.2887,0,15.357,0,0.1333,86.28,2,0.0611,27.98,0
33766.57,701,17.61,97020.62,48,45,0.0,1,1,0,0.6896,2.8733,0,3.538,1,0.2139,52.85,1,0.0779,7.56,0
60446.52,517,8.62,53478.77,60,41,0.0,1,3,1,0.2123,0.8847,1,8.342,0,0.3873,12.53,3,0.1263,21.53,0
93318.48,588,23.38,36267.52,84,38,3583.43,1,1,0,0.5541,0.3886,0,8.713,1,0.2067,34.53,0,0.0729,18.54,0
122594.19,442,0.31,68957.52,36,32,10283.31,3,1,1,1.1416,0.5625,0,9.287,3,0.2492,72.02,1,0.1195,32.93,0
50148.88,627,0.57,23086.22,48,30,27454.0,1,3,1,6.6799,0.4604,0,10.599,2,0.0499,68.96,1,0.0568,24.99,0
134693.9,445,1.46,40692.08,60,42,6345.42,0,0,0,0.6378,0.3021,0,23.459,0,0.076,73.93,0,0.0385,29.29,0
41801.37,759,1.72,111207.61,84,38,20559.73,0,3,0,6.5406,2.6604,0,28.931,1,0.0383,68.36,0,0.0477,25.08,0
89708.62,779,11.43,50252.07,12,53,11335.47,0,3,0,1.6507,0.5602,0,4.685,0,0.0612,33.7,1,0.0267,0.0,0
29196.39,652,1.83,94235.55,36,34,5709.72,3,3,1,3.1214,3.2276,0,6.289,4,0.0949,51.69,0,0.085,21.36,0
61766.12,503,7.97,31118.45,24,26,15819.08,2,1,1,3.1943,0.5038,0,3.336,1,0.3971,24.92,1,0.1235,23.99,0
13521.94,673,1.59,24112.07,36,21,18331.92,2,3,1,16.6966,1.7832,0,25.295,2,0.1094,32.33,1,0.0839,25.44,0
26453.0,807,0.21,69852.53,120,28,6346.75,2,3,1,3.5129,2.6406,0,3.91,3,0.1764,11.82,3,0.1119,23.76,0
63365.34,682,0.4,10012.54,24,21,4396.12,2,0,1,0.8705,0.158,0,7.503,2,0.1185,32.52,0,0.0639,4.53,0
23817.09,746,1.04,36942.71,84,49,0.0,3,3,1,0.3723,1.5511,1,7.925,0,0.1256,23.82,0,0.038,16.82,0
61995.82,596,2.46,64219.98,84,32,0.0,0,3,1,0.2486,1.0359,0,12.677,2,0.1714,38.74,1,0.0889,16.21,0
80704.69,561,4.48,47364.71,84,28,4964.76,2,1,1,0.8791,0.5869,0,8.252,0,0.2197,54.81,0,0.0618,1.19,0
37207.81,633,3.56,8378.09,24,42,12631.65,2,2,0,4.1279,0.2252,0,4.575,2,0.2303,54.81,0,0.0894,23.62,0
28769.64,466,2.18,13699.34,12,58,0.0,0,3,1,0.1143,0.4762,1,6.8,1,0.2842,39.8,0,0.0907,9.57,0
37767.24,843,5.01,30505.12,24,32,10930.68,0,0,1,3.6669,0.8077,0,4.783,1,0.4103,38.72,2,0.1356,28.51,0
28819.38,652,1.81,44741.77,84,24,7047.23,2,1,0,3.307,1.5525,0,23.683,0,0.3499,109.88,1,0.1147,30.63,0
46366.5,718,8.09,45898.36,12,32,0.0,0,3,1,0.2376,0.9899,1,11.002,2,0.2705,13.35,1,0.1123,4.12,0
51852.05,598,0.22,32728.24,84,21,12110.96,2,1,1,2.9543,0.6312,0,14.01,1,0.1569,36.96,1,0.0724,14.58,0
41427.26,501,0.6,52820.57,36,42,16519.38,2,1,1,5.0911,1.275,0,4.056,1,0.1035,25.19,0,0.0433,17.22,0
123117.88,768,4.24,43651.02,120,43,58473.68,2,3,0,5.7844,0.3545,0,25.129,1,0.149,54.71,1,0.0797,20.39,0
33002.15,538,2.43,30224.35,48,32,4890.9,1,1,1,1.9982,0.9158,0,13.304,2,0.0519,21.4,1,0.0596,0.0,0
105375.8,671,4.04,46603.93,48,24,3326.82,2,2,1,0.485,0.4423,0,9.671,3,0.3834,27.33,0,0.1459,6.23,0
27648.27,679,17.17,21571.89,48,63,3003.88,2,2,0,1.491,0.7802,0,25.99,2,0.4561,61.81,0,0.1637,13.41,0
51022.79,646,19.74,49708.62,84,23,7765.81,0,0,0,2.0603,0.9742,0,8.64,3,0.1049,97.01,4,0.1054,14.86,0
93967.85,569,1.32,18949.13,84,28,16032.03,2,2,1,2.0957,0.2017,0,6.449,0,0.2064,15.49,0,0.057,3.2,0
91331.08,626,4.57,45109.14,120,37,17278.7,2,0,0,2.3888,0.4939,0,23.787,1,0.1686,20.21,1,0.0835,9.7,0
38904.23,554,1.89,44393.84,36,46,30746.95,3,3,0,9.7578,1.1411,0,7.507,0,0.1638,53.19,1,0.0547,27.12,0
66522.02,712,10.74,27057.84,84,35,11244.32,3,1,0,2.126,0.4068,0,24.014,2,0.116,22.78,0,0.077,7.12,0
61799.37,691,0.13,49648.21,12,37,2923.16,1,3,0,0.7604,0.8034,0,6.711,3,0.1471,90.7,0,0.0844,2.13,0
36425.83,638,7.06,89568.04,60,43,9935.19,1,0,1,3.8632,2.4589,0,23.735,2,0.0594,44.97,0,0.0626,28.0,0
68787.17,588,10.63,16932.51,60,72,1360.67,2,1,1,0.2964,0.2462,1,1.247,1,0.3825,26.69,0,0.1107,0.78,0
136539.7,829,3.01,61097.65,12,30,6036.76,1,3,1,0.6379,0.4475,1,17.896,2,0.0645,49.85,0,0.059,1.14,0
63540.66,522,7.24,66584.08,24,31,5648.46,4,3,1,1.3182,1.0479,0,3.69,3,0.1564,27.23,1,0.0917,0.0,0
66936.25,500,1.01,28718.05,120,35,11981.24,2,3,1,2.2509,0.429,0,6.772,2,0.1439,31.25,0,0.0696,0.0,0
70946.78,632,10.98,55303.2,12,44,11776.44,3,3,1,2.179,0.7795,0,2.843,1,0.1799,38.62,0,0.0613,8.01,0
21948.69,616,10.19,27848.32,48,64,4322.2,2,1,0,2.6676,1.2688,0,12.31,3,0.1618,154.8,1,0.1002,3.17,0
63140.87,738,0.59,74349.48,84,35,4432.62,0,2,1,1.125,1.1775,0,32.308,1,0.2494,23.84,2,0.1183,23.26,0
28023.04,698,1.09,5539.62,120,43,0.0,2,1,1,0.0474,0.1977,1,11.55,3,0.1457,28.4,0,0.0881,5.66,0
35438.79,642,6.22,84050.91,24,21,12148.57,0,3,1,4.6829,2.3717,0,33.913,0,0.1799,18.54,1,0.0807,41.97,0
160985.24,685,13.46,15946.89,60,37,15143.3,2,0,0,1.1526,0.0991,0,5.461,2,0.0629,20.5,1,0.0558,0.04,0
42646.74,683,0.44,34838.57,84,36,5362.21,0,2,1,1.7049,0.8169,0,2.117,3,0.0964,27.39,0,0.0679,2.23,0
32627.29,829,2.39,19359.38,120,48,0.0,0,1,0,0.1424,0.5933,1,4.964,1,0.1391,25.63,1,0.0604,1.69,0
92403.53,662,7.02,86918.97,60,31,3342.63,2,1,0,0.6598,0.9406,0,22.966,2,0.1169,72.9,0,0.0764,11.19,0
29108.27,578,2.29,28314.01,24,23,3380.07,1,2,0,1.6269,0.9727,0,4.484,4,0.4542,71.18,2,0.1883,9.29,0
38327.37,657,2.73,23101.02,120,39,1566.91,0,1,1,0.6352,0.6027,1,38.532,1,0.0765,30.31,1,0.0727,21.63,0
97438.7,404,5.43,68058.04,120,21,4732.6,3,1,0,0.7505,0.6985,0,17.449,2,0.0648,60.27,1,0.0662,19.91,0
50187.54,637,0.76,52885.75,36,28,24029.19,1,0,0,5.9984,1.0538,0,2.757,0,0.1218,39.5,5,0.0703,36.12,0
20767.02,738,0.96,26453.33,48,37,27021.57,2,3,1,15.9198,1.2738,0,3.653,3,0.3074,16.26,0,0.1219,40.18,0
66117.87,694,3.47,17252.75,60,21,0.0,1,2,1,0.0626,0.2609,1,7.763,2,0.4593,15.76,3,0.1718,2.29,0
39416.66,666,0.8,15802.78,84,34,0.0,1,1,1,0.0962,0.4009,1,9.676,3,0.1193,102.53,2,0.0949,0.65,0
114338.46,698,1.74,75266.84,48,54,16131.14,0,3,1,1.851,0.6583,0,8.909,2,0.0271,27.95,1,0.0497,13.79,0
35122.5,739,1.38,43144.24,84,21,0.0,0,2,0,0.2948,1.2284,1,28.73,2,0.2119,31.72,2,0.1199,0.0,0
87393.33,768,3.93,36780.27,84,29,1021.84,1,2,1,0.2413,0.4209,1,18.196,1,0.0819,59.07,0,0.0496,0.0,0
130174.86,680,4.71,45249.62,24,43,55590.92,2,1,0,5.208,0.3476,0,4.394,0,0.0812,28.54,0,0.024,26.22,0
30698.87,611,3.37,9259.22,36,45,6794.39,1,2,0,2.7283,0.3016,0,6.658,0,0.2132,38.66,0,0.0589,0.0,0
44078.74,431,1.65,26610.42,84,37,6765.2,4,3,0,1.9866,0.6037,0,2.505,1,0.2262,21.58,2,0.0876,34.11,0
60702.73,728,5.43,27073.76,60,34,28047.16,2,1,1,5.6515,0.446,0,27.689,3,0.288,55.08,0,0.1371,23.65,0
30590.96,686,6.86,62186.99,24,55,0.0,3,0,0,0.4879,2.0329,0,10.423,1,0.0806,23.85,0,0.0428,8.4,0
56877.9,653,1.68,12645.93,48,39,0.0,0,2,1,0.0534,0.2223,1,3.584,0,0.3596,34.82,0,0.0929,0.0,0
43316.71,578,1.28,65177.65,24,25,3998.31,0,2,1,1.4688,1.5047,0,3.828,3,0.1191,15.2,2,0.09,10.25,0
42839.37,726,8.19,105490.36,12,38,19553.93,0,2,1,6.0684,2.4625,0,3.813,0,0.1778,22.35,0,0.0476,22.76,0
50358.17,616,0.41,10749.25,48,35,6578.03,2,2,0,1.6187,0.2135,0,3.227,3,0.1823,46.56,1,0.0978,11.51,0
50980.35,636,0.54,33217.25,12,32,8824.92,3,2,0,2.2336,0.6516,0,9.755,1,0.0964,135.05,0,0.0462,1.56,0
53644.51,634,3.73,45459.27,120,21,3832.87,0,2,1,1.0608,0.8474,0,16.869,2,0.1209,34.13,2,0.0873,0.0,0
35264.97,680,11.78,57958.82,120,36,4744.4,3,2,0,2.0089,1.6435,0,2.701,4,0.171,26.96,0,0.101,12.02,0
36121.93,536,7.78,8047.0,24,43,24265.3,0,2,1,8.1146,0.2228,0,3.729,0,0.3287,34.22,0,0.0853,39.65,0
45925.55,690,7.8,40923.15,60,45,12584.89,2,1,1,3.5022,0.8911,0,11.617,0,0.1238,10.0,1,0.0481,23.66,0
47828.8,575,3.67,28504.5,36,37,11612.13,0,2,1,3.0565,0.596,0,17.108,2,0.1872,27.09,2,0.1041,47.12,1
38508.45,578,5.44,27333.56,60,37,2023.24,1,2,1,0.8008,0.7098,0,15.907,2,0.1725,31.49,2,0.0994,1.46,0
58581.07,719,4.67,126106.87,48,30,2072.25,1,2,0,0.9411,2.1527,0,3.529,3,0.2809,184.51,2,0.1302,0.0,0
18067.7,550,4.44,28563.53,84,47,3698.57,2,0,1,2.8359,1.5809,0,6.818,1,0.1462,45.06,2,0.0712,8.9,0
32801.96,719,16.19,44020.3,84,23,5787.09,1,1,1,2.4392,1.342,0,11.439,0,0.293,20.98,0,0.0828,2.94,0
42025.83,649,12.49,30387.44,12,31,7425.38,1,2,0,2.2938,0.7231,0,22.979,2,0.3544,67.93,0,0.1358,9.16,0
30611.67,491,0.83,38437.85,84,28,10602.98,0,1,1,4.4578,1.2557,0,24.116,1,0.1479,18.67,0,0.0711,18.35,0
120097.47,762,4.4,47061.67,24,35,19321.71,1,1,1,2.0247,0.3919,0,20.043,1,0.198,36.58,1,0.0877,0.0,0
49531.99,667,8.87,58727.93,60,51,0.0,1,3,1,0.2846,1.1857,1,11.311,0,0.0354,23.34,2,0.0333,0.0,0
54026.14,675,0.59,19830.35,60,23,9558.84,0,2,0,2.2113,0.3671,0,12.336,0,0.2706,50.72,0,0.0779,0.0,0
37579.84,730,3.07,36286.72,60,40,3948.04,1,2,0,1.4924,0.9656,0,72.71,3,0.0752,85.77,0,0.1214,13.7,0
48597.22,774,4.42,37129.81,84,40,15064.4,4,2,1,3.9032,0.764,0,14.74,3,0.0568,26.65,0,0.0685,20.92,0
25124.8,658,0.28,11257.32,12,26,9476.95,1,3,0,4.6339,0.4481,0,9.035,1,0.0669,28.64,0,0.0383,28.87,0
44649.6,695,0.92,17678.76,60,34,12048.74,0,1,0,3.3332,0.3959,0,105.642,1,0.5651,11.57,0,0.2433,41.26,0
29279.57,673,3.81,58635.78,36,27,0.0,0,1,1,0.4806,2.0026,0,8.405,2,0.2006,27.97,0,0.0852,7.16,0
42084.22,609,2.31,24341.56,36,38,0.0,2,2,0,0.1388,0.5784,0,11.183,2,0.2419,20.38,0,0.0978,17.76,0
12000.0,497,5.35,179476.89,24,35,27937.79,2,1,1,31.5273,14.9564,0,3.447,1,0.0989,110.16,0,0.0416,39.84,0
26359.87,659,3.12,61451.02,60,53,0.0,2,1,1,0.5595,2.3312,0,10.852,2,0.5074,86.98,0,0.1639,21.09,0
109662.15,764,17.58,44077.35,36,28,0.0,3,3,1,0.0965,0.4019,1,9.558,4,0.2494,47.44,0,0.1263,1.67,0
77398.2,692,4.47,87707.09,60,35,0.0,0,1,1,0.272,1.1332,1,3.289,4,0.2374,56.63,0,0.1181,1.91,0
101262.52,543,1.14,54299.49,48,32,9807.68,4,2,0,1.2909,0.5362,0,12.292,4,0.3761,31.09,2,0.1753,13.52,0
105160.89,738,6.06,37039.85,36,51,0.0,2,1,1,0.0845,0.3522,1,5.046,3,0.1889,26.29,2,0.1084,7.88,0
70979.27,612,0.92,13105.57,48,31,6014.07,4,2,1,1.0611,0.1846,0,73.109,0,0.0147,20.82,1,0.0721,0.0,0
38212.66,451,3.79,50638.6,48,27,4698.12,1,1,1,1.7934,1.3252,0,19.364,0,0.1151,33.31,0,0.0449,8.29,0
27708.98,731,7.31,81459.72,60,28,0.0,2,2,1,0.7056,2.9398,0,12.368,1,0.0709,68.56,0,0.042,11.98,0
92107.3,554,1.44,22351.17,12,28,10341.44,1,2,1,1.4056,0.2427,0,18.878,1,0.1825,10.0,1,0.0829,1.87,0
50792.93,800,6.51,10027.47,84,30,13893.15,0,1,0,3.3297,0.1974,0,2.441,1,0.1696,43.0,0,0.0584,22.31,0
193244.7,743,1.63,16398.8,24,27,0.0,3,1,1,0.0204,0.0849,1,11.523,5,0.0477,50.23,1,0.099,5.34,0
40102.59,619,2.38,103091.43,24,37,0.0,1,2,1,0.617,2.5707,0,39.008,4,0.2554,22.49,0,0.1524,17.4,0
145087.56,681,20.22,34618.02,84,22,0.0,1,3,1,0.0573,0.2386,1,7.587,2,0.3895,68.02,0,0.1317,11.81,0
44970.61,850,2.7,84867.73,12,43,12107.59,3,3,0,3.6837,1.8872,0,19.909,2,0.1172,27.6,2,0.0889,13.93,0
102214.29,730,6.41,33268.92,36,37,0.0,1,1,1,0.0781,0.3255,1,6.948,4,0.0692,78.65,0,0.0791,0.35,0
124639.45,661,1.52,23795.7,60,54,31617.48,1,0,0,3.0899,0.1909,0,2.695,2,0.0342,29.95,0,0.0388,33.02,0
27927.79,850,1.73,131595.28,84,42,15433.49,2,2,0,7.7623,4.712,0,39.397,2,0.2979,16.36,1,0.1428,33.25,0
37543.33,650,4.23,25808.22,120,41,3438.52,1,1,1,1.264,0.6874,0,13.686,5,0.0072,29.1,2,0.0982,16.67,0
27774.16,692,1.63,27948.12,60,59,0.0,1,2,0,0.2415,1.0063,0,14.774,2,0.249,28.12,2,0.1176,11.47,0
24922.61,555,0.36,44328.96,24,41,3894.89,3,3,1,2.3022,1.7787,0,15.451,3,0.1111,29.94,3,0.1052,0.0,0
70748.51,489,1.12,27212.59,36,34,12726.6,2,1,1,2.2509,0.3846,0,14.398,2,0.2031,118.54,1,0.0983,0.94,0
43996.02,614,8.08,54492.11,12,27,4213.94,0,3,0,1.4466,1.2386,0,3.73,1,0.1889,138.17,0,0.0643,0.0,0
50453.2,643,6.02,43908.26,84,52,15242.96,0,1,1,3.8343,0.8703,0,4.954,2,0.0183,16.05,1,0.0442,18.63,0
66564.82,669,4.47,45052.89,12,25,0.0,1,1,1,0.1624,0.6768,1,14.915,2,0.0779,30.65,0,0.0599,6.77,0
17649.05,512,4.59,22008.45,12,24,4984.76,1,1,1,3.6885,1.247,0,14.121,1,0.2482,24.14,2,0.1028,31.09,0
99480.94,699,3.3,11152.74,120,24,17172.15,0,2,0,2.0983,0.1121,0,9.874,3,0.0571,33.51,0,0.0645,0.0,0
40457.13,565,17.97,19131.24,24,28,22624.44,4,3,0,6.8241,0.4729,0,24.222,6,0.1996,22.14,1,0.1616,51.87,1
65697.8,694,3.38,20259.88,24,37,13106.76,0,3,1,2.468,0.3084,0,34.889,2,0.1516,15.29,0,0.095,16.14,0
68967.6,724,9.77,39743.86,36,34,12880.61,0,3,1,2.3795,0.5763,0,28.872,3,0.1322,73.69,0,0.0991,14.02,0
104186.53,604,3.58,19345.13,12,42,5024.29,0,1,1,0.6233,0.1857,1,19.362,3,0.1381,19.0,1,0.1002,11.93,0
46273.67,553,7.49,12677.14,60,25,45528.67,0,3,1,11.8726,0.274,0,7.453,2,0.2249,95.11,0,0.0904,33.71,0
15244.89,778,4.65,15595.12,36,27,3517.32,1,3,1,3.0142,1.023,0,13.088,3,0.2686,75.95,0,0.12,21.92,0
50585.5,718,7.96,42274.98,36,38,5562.16,0,2,0,1.52,0.8357,0,7.415,1,0.1172,41.41,2,0.0645,9.8,0
54742.12,653,10.26,51370.63,60,26,17993.6,2,3,0,4.1696,0.9384,0,20.318,3,0.12,39.18,2,0.1039,22.66,0
27754.59,772,3.81,23639.74,36,22,5885.81,2,1,0,2.7492,0.8517,0,5.97,1,0.3964,20.61,0,0.1181,15.88,0
53163.1,647,4.84,25335.29,24,21,6278.67,0,2,1,1.5316,0.4766,0,3.346,2,0.0151,55.32,3,0.0571,0.86,0
40192.67,584,1.67,48975.95,120,36,2547.78,2,1,0,1.0531,1.2185,0,8.526,0,0.1652,76.16,0,0.0484,0.0,0
23423.27,549,2.44,36591.34,60,36,0.0,2,2,1,0.3749,1.5622,0,42.519,1,0.039,68.15,0,0.0592,18.52,0
70920.63,630,36.39,71036.34,120,35,63089.82,1,0,0,10.9154,1.0016,0,6.09,2,0.0986,37.55,0,0.0577,24.94,0
35952.4,709,5.6,29659.0,36,50,5968.44,1,0,0,2.1901,0.825,0,3.968,0,0.0961,29.4,0,0.0273,13.83,0
39202.33,765,0.14,19140.57,120,40,24032.43,0,1,1,7.4736,0.4883,0,4.437,2,0.2243,34.23,1,0.0953,28.85,0
38009.13,642,0.23,66580.51,120,37,0.0,1,1,1,0.4204,1.7517,0,24.16,2,0.0869,56.57,1,0.0773,6.63,0
96713.98,749,7.29,26840.26,12,51,0.0,1,1,1,0.0666,0.2775,1,4.059,0,0.2229,116.92,0,0.0591,0.0,0
47929.96,620,1.12,19679.08,12,47,4177.85,1,3,1,1.1445,0.4106,0,41.74,2,0.1217,31.41,1,0.1007,38.18,0
51200.52,569,3.39,58707.92,84,28,15010.09,0,3,1,3.7931,1.1466,0,27.292,3,0.1367,36.9,0,0.0989,29.46,0
38470.62,522,11.22,84289.36,36,46,1267.61,0,2,1,0.9212,2.191,0,55.159,1,0.0868,10.0,1,0.0892,8.74,0
63232.69,594,4.28,37016.16,84,56,34507.77,3,1,0,6.6892,0.5854,0,63.969,0,0.2239,40.24,2,0.1243,37.38,0
102962.99,525,12.14,17106.52,48,56,12156.27,0,1,1,1.4566,0.1661,0,29.765,3,0.1722,46.56,0,0.1098,0.0,0
70005.11,820,16.95,89108.37,24,47,5897.27,3,2,0,1.3164,1.2729,0,21.71,3,0.4735,28.35,0,0.1785,11.44,0
71523.18,679,0.51,41976.63,24,41,4127.86,2,3,0,0.8334,0.5869,0,4.867,1,0.1494,39.96,0,0.0554,0.0,0
68420.42,631,6.13,37904.65,24,40,5200.87,2,2,0,1.0451,0.554,0,12.192,1,0.2352,64.07,0,0.083,5.65,0
22945.26,794,3.52,25271.14,60,53,21548.15,1,3,1,11.5337,1.1014,0,3.174,1,0.1578,40.23,1,0.0636,28.59,0
30276.73,522,3.69,68486.19,12,22,0.0,0,2,1,0.5429,2.262,0,5.781,1,0.1424,29.87,0,0.0544,15.24,0
43794.21,627,2.5,15986.46,24,50,7732.14,1,1,0,2.2063,0.365,0,21.282,4,0.1125,24.3,0,0.1019,0.0,0
32885.09,819,6.88,15026.6,84,38,21155.9,2,1,1,7.8296,0.4569,0,17.671,1,0.2577,141.59,0,0.0932,24.98,0
27296.25,627,9.44,112581.16,36,26,0.0,1,2,1,0.9899,4.1244,0,34.236,1,0.1001,79.29,1,0.0751,13.02,0
17506.08,850,0.64,18758.92,60,23,4750.24,3,2,0,3.5134,1.0716,0,42.384,1,0.1408,36.58,3,0.107,22.43,0
23374.69,710,9.17,61315.86,36,21,2238.48,0,1,0,1.7787,2.6232,0,5.639,1,0.2941,22.74,0,0.0922,6.84,0
42570.25,757,0.13,80497.68,12,43,2709.45,2,1,1,1.2176,1.8909,0,11.256,3,0.5037,42.02,0,0.1773,3.24,0
47184.25,760,1.87,37669.51,48,58,9740.55,1,3,0,2.6688,0.7983,0,15.584,2,0.072,37.53,0,0.059,0.0,0
31692.03,640,7.24,18533.56,24,31,14070.47,2,2,1,5.4681,0.5848,0,12.099,0,0.2309,42.67,0,0.0678,34.36,0
51195.6,596,2.53,49481.57,84,27,5719.27,0,3,1,1.5725,0.9665,0,6.694,1,0.027,51.68,1,0.0338,0.0,0
38614.82,629,7.38,81198.63,84,50,2265.5,2,2,1,1.2087,2.1028,0,32.637,2,0.4416,18.02,0,0.1656,23.48,0
89305.24,551,25.07,41052.81,120,38,3882.04,1,2,1,0.632,0.4597,1,72.04,1,0.0469,13.9,2,0.1007,5.0,0
44851.21,634,5.89,20227.64,60,50,11354.76,4,2,0,3.1462,0.451,0,3.792,2,0.1479,37.74,2,0.0831,27.78,0
71896.44,639,2.02,40092.48,12,26,7861.36,2,2,1,1.4459,0.5576,0,7.32,3,0.0286,62.92,1,0.0628,6.03,0
54817.65,792,2.1,13359.64,84,44,0.0,1,3,0,0.0585,0.2437,1,14.676,1,0.3603,155.07,0,0.1163,19.14,0
22671.43,693,4.76,17450.4,84,56,5352.22,0,0,0,3.0177,0.7697,0,6.149,0,0.2675,106.38,0,0.072,21.76,0
46636.46,850,5.04,27774.76,24,25,0.0,0,1,1,0.1429,0.5956,1,33.912,1,0.2466,25.63,1,0.1114,3.54,0
24844.87,445,0.67,34200.32,36,33,9611.79,1,1,0,4.9728,1.3766,0,21.425,2,0.1263,18.86,1,0.0849,53.05,1
46190.69,530,2.58,15043.17,120,33,3332.3,2,2,0,0.9439,0.3257,0,5.871,1,0.063,39.85,1,0.0421,0.0,0
32538.46,608,1.25,38651.02,84,45,0.0,0,0,1,0.2851,1.1879,0,17.512,2,0.2083,31.8,2,0.1097,0.0,0
60480.71,774,1.2,46123.5,24,50,5025.91,3,3,1,1.1802,0.7626,0,5.162,3,0.2573,24.03,0,0.1106,8.95,0
23428.42,630,11.04,28579.05,60,29,4679.44,3,2,0,2.6896,1.2198,0,9.695,3,0.071,38.76,0,0.0678,0.0,0
49418.79,507,3.34,8080.19,36,64,9065.46,0,2,0,2.2405,0.1635,0,5.177,1,0.2253,27.32,0,0.0746,9.12,0
67159.7,617,7.43,35168.14,120,37,0.0,2,2,0,0.1257,0.5236,1,9.615,3,0.2057,92.4,0,0.1014,0.0,0
